cipi_file;cipi_sha256;dataset_file;dataset_sha256
xmander_files/6427188.musicxml;081e4bf9e7191302a362ddadef68cd9bc9f7eab0d84ec9c26191fad1d1935b05;difficulty_dataset/14_Clementi_Sonatina_op_36_nr_1_3rd_movt.xml;c0d93fd5659600804eff8b3f31b2657b2e1c0554e8e76a632460bf7048cb44f5
craig_files/beethoven-piano-sonatas-master/kern/sonata01-1.musicxml;2f49df43f995b44599b56d792349786a371a97884b92ecdc943d7ebc01956955;difficulty_dataset/15_Beethoven_PianoSonata_op_2_nr_1_1st_movt.xml;2fac5a2214008704a8e98b39de3a56a228b0615c6e24efa223e1a1aa25f982c5
craig_files/beethoven-piano-sonatas-master/kern/sonata01-4.musicxml;ae45de81c4da0b7868a0043bd464ce1f56a7266ee62592d45c7a723930312612;difficulty_dataset/16_Beethoven_PianoSonata_op_2_nr_1_4th_movt.xml;38b92efa7baf9e616985025a92b776145e2f62b9e89bd7efd25b4ddd791a560c
craig_files/beethoven-piano-sonatas-master/kern/sonata02-3.musicxml;f7a98a7eb403c2537ae121616e0c5ea806f108eeece967eed701d611b9a92002;difficulty_dataset/17_Beethoven_PianoSonata_op_2_nr_2_3rd_movt.xml;553f729fd8223e1890178adc24492e10f23c2f0209b7629391d67a8fc496cb59
craig_files/beethoven-piano-sonatas-master/kern/sonata03-1.musicxml;1f5f2316e4b60fa82ad47a5bfebe40776c35f1ab7c80a7dd3a440c6e48b7831c;difficulty_dataset/18_Beethoven_PianoSonata_op_2_nr_3_1st_movt.xml;0d20d7cd1733801d63856716a4fa4c1f7aae16c90514c62b8e4700524729afe0
craig_files/beethoven-piano-sonatas-master/kern/sonata05-3.musicxml;c662f7e0a619f4f701966a517b4d3e88f974c9fcac83a80a1af79b651e4e1292;difficulty_dataset/19_Beethoven_PianoSonata_op_10_nr_1_3rd_movt.xml;bd269d9ec8bf504fc7e6acb8c23f7cbc72dda1980ee7e8c4f81c1fcd79d9d1d3
xmander_files/6427900.musicxml;3150c53ce0f927e49ed3d3cf5806250ac7e4d8bd0669f88090cb02f2e51af769;difficulty_dataset/20_Beethoven_FurElise_wwo_59.xml;ff43624baf8acbdc34a08e9e5e6343d8e43d9cd162c502138da9cdd05850e907
craig_files/beethoven-piano-sonatas-master/kern/sonata08-1.musicxml;6c8edcb50927e405ab37f8add5c01d0a6b02530cc65c22cf6ad5c9b44501ae2b;difficulty_dataset/21_Beethoven_PianoSonata_op_13_1st_movt.xml;26ef9e079b869d40cae5d8c6076714f35f90688d9f7e54e39c219d1f61c8f3c7
craig_files/beethoven-piano-sonatas-master/kern/sonata13-1.musicxml;bd8978baa675697cdf20d5a852d04a2e2b65cab2c30d0f2abfc1a77c9a718ec3;difficulty_dataset/22_Beethoven_PianoSonata_op_27_nr_1_QuasiUnaFantasia_1st_movt.xml;d0f947d238e661be79162ac1202036e568fdc8806b46f7eeadca26b7ebc2f0b5
craig_files/beethoven-piano-sonatas-master/kern/sonata15-2.musicxml;eadce54d15e8937125ceea20dd3a93236d63366465491403899c262b2b05e922;difficulty_dataset/23_Beethoven_PianoSonata_op_28_Pastoral_2nd_movt.xml;eb67987b6b7e91bdad0b80d15077522d5c407c44be5c63a31bc665eeef254af5
craig_files/beethoven-piano-sonatas-master/kern/sonata15-3.musicxml;6fd9e9afd04bf47036f36045e7f75c697b56b9634acb00cf0a93e64b0c4057ff;difficulty_dataset/24_Beethoven_PianoSonata_op_28_Pastoral_3rd_movt.xml;d2061c17e8b1135db94f7cd906aa55624ee45fcb6fc4332e4a5493d5fcc655c1
craig_files/beethoven-piano-sonatas-master/kern/sonata15-4.musicxml;b4c017fa85ccc2addfe5cc7c27724090502946b1ca6adb07222f60957f05f0bf;difficulty_dataset/25_Beethoven_PianoSonata_op_28_Pastoral_4th_movt.xml;20ab124dc281006eb461af653b78005353435c40edcb4b51347ba969ac084a81
craig_files/beethoven-piano-sonatas-master/kern/sonata21-1.musicxml;13d37449f65e3b4efb71273e7e1e04ad3b00735fcc4f9c5ed6243de9cc5391bd;difficulty_dataset/26_Beethoven_PianoSonata_op_53_Waldstein_1st_movt.xml;381c180f0d9386ad7057f137507c00a1918ddaa1908ee891b82deea39f6cffdf
craig_files/beethoven-piano-sonatas-master/kern/sonata23-2.musicxml;183ef911e26d729fec19ec158fedb785174c05ca0e39ebff2a86dbc3a63c45f2;difficulty_dataset/27_Beethoven_PianoSonata_op_57_Appassionata_2nd_movt.xml;b89c698872ed8ae4f0813de88c840e62ca4556e8763a4b7027ba5917b2959c28
craig_files/beethoven-piano-sonatas-master/kern/sonata23-3.musicxml;292f7a67e6d485b77dfdf26b048f0db094e1c7a8723d56d4a322b0f4a7e2343b;difficulty_dataset/28_Beethoven_PianoSonata_op_57_Appassionata_3rd_movt.xml;f8b1d5742c4819aa86f35366ae87e23670a019613e28f0acc89adae34512ada6
craig_files/beethoven-piano-sonatas-master/kern/sonata26-1.musicxml;8aa7b37534069e00af4fe31ebef1ecb2309e57a854ac9e54d36849116305a35e;difficulty_dataset/29_Beethoven_PianoSonata_op_81a_LesAdieux_1st_movt.xml;590b55beb1ad7807ff2484f4c52d772aef1dade8058bb38e543bf169bc559d7c
craig_files/beethoven-piano-sonatas-master/kern/sonata26-3.musicxml;c5ed733258228bb38573acddcf3748a753ba482832267dea9855767f5330f3fe;difficulty_dataset/30_Beethoven_PianoSonata_op_81a_LesAdieux_3rd_movt.xml;03db6146939e268212a9dc78d6379563386598cf13b25b20824e0eed7d3c0028
craig_files/beethoven-piano-sonatas-master/kern/sonata27-1.musicxml;8d066671b7f870e498c9e08375e3c34e69c6d815fcb1ac8c6262ea4b81c670dd;difficulty_dataset/31_Beethoven_PianoSonata_op_90_1st_movt.xml;85483a8caa2ca041ab690955cad2cf43c102853d747069c439357867d133ec01
craig_files/beethoven-piano-sonatas-master/kern/sonata31-2.musicxml;dbd1f9eae7a816fbe8ef2063f56057801ca98b682bb71d469e61eb026c931378;difficulty_dataset/32_Beethoven_PianoSonata_op_110_2nd_movt.xml;aaece04538a8c977af27029137a860ceb42ee32ed19562ee934592ccef98f94c
craig_files/beethoven-piano-sonatas-master/kern/sonata31-3.musicxml;ea9d9960470ca0c7840da50b6f3fe41e05fdc1038556ab277c78f7a4bac69fff;difficulty_dataset/33_Beethoven_PianoSonata_op_110_3rd_movt.xml;1510f5de7bd503e70f8e2f169db5598a162ddcac110f866479d1b55d15c277d8
xmander_files/6472991.musicxml;0bb065828c10a380b56197b78a7dc835b0c15b6d9373e68990c1a6f1daf00277;difficulty_dataset/34_Schubert_Minuet_d_600.xml;947b111345b707ff1fca0c4b33a1be0435d27553cbf9bc16112287a6faaaba76
xmander_files/4828384.musicxml;28951614a777fb115b8917eef0a9db9551628a7bb4ee1b643f92320b5700b23b;difficulty_dataset/35_Schubert_Walzer_op_9_nr_1.xml;ba42eaac3f34ce85a85a1786f075ab504fd9bea85e6329f6d3ed2ca5190f20b1
xmander_files/6368003.musicxml;564df8e3cccc049159585e586dfbf29ffc91d6d326cce9ab1ae02d6c4ffdad22;difficulty_dataset/36_Schubert_MomentsMusicaux_d_780_op94_nr_5.xml;011d67061205718b580d7d229a76ac851f94ff93c981c1aa1daec550fb1642df
xmander_files/6238953.musicxml;7fc28a53f7e6eba28cbb99c7070f130fc3f60d15c6925d061b0d3efa174b604e;difficulty_dataset/37_Mendelssohn_LiederOhneWorte_op_30_nr_3.xml;52b77c37703bcd6c022178a49d8b3c7d40bf3928f846551949417e6b82501750
xmander_files/5376800.musicxml;e91281b517614d348cfb1c2054ed6483ccd80ebf91fa95faa3ad0cb53587d755;difficulty_dataset/38_Mendelssohn_ScherzoACapriccio_wwo_3.xml;3a46c77a6e718be09d773a35bb2839e4ec9c9b1bdca7426bb27d469355e14963
xmander_files/5911122.musicxml;0d244e7c918b87adefef5ae806beea0a6aa228207c3790a2c801148850664cac;difficulty_dataset/39_Schumann_AlbumFurDieJugend_op_68_nr_7_Jagerliedchen.xml;40024fbbbc38ce985023429bbdbfbb32ce578a9562ddf79783f89664416950eb
xmander_files/923056.musicxml;c9319810ffa9f50a7a87970e756b60f5fd7c6f403acee3f7d4b7ad33100318f1;difficulty_dataset/40_Schumann_AlbumFurDieJugend_op_68_nr_10_FrohlicherLandmann.xml;6bdf0320dcd37efbdc97272f28d3abaecf258b266fff5ba078b96bd02d9842dc
xmander_files/4870292.musicxml;d672df14664b9ffb2286a1cc6a57b0d307b5f9368525961728d764b8d9621a30;difficulty_dataset/41_Schumann_Carnaval_op_9_nr_4_ValseNoble.xml;224345347cd310572f290a3af604dc58a941bd0e384ac752a5d3dffbcbc77cef
xmander_files/4871470.musicxml;ea76e5817aa2268d10ae71763845ba6c97fd9bd06e315c0c899bf3f537738741;difficulty_dataset/42_Schumann_Carnaval_op_9_nr_18_Aveu.xml;eacbcb8aeb897cb960fb8dfea4ec9c711cb3e3985731ee8b0c4a741c312f22f0
xmander_files/5461563.musicxml;c93e0556e14e5746a768af19fdcbc46ed935000ebb4233b39db8a1af2fa12e26;difficulty_dataset/43_Schumann_Carnaval_op_9_nr_20_Pause.xml;bae50cd8c44a36c4f713d98f02b50ef2a70ba6ab19f25c983b3aa7615652a2e8
craig_files/humdrum-chopin-first-editions-main/kern/010-1b-Sm-002.musicxml;3b304d829dbd2b38521dfcbb5554074d750f1cdf63e6e393bd78baae9e42fc2f;difficulty_dataset/44_Chopin_Etude_op_10_nr_2.xml;dedc23de7a1d940a0a7a8779dcd1c8ef164366f0389279cb12d88eb95e2df24c
craig_files/humdrum-chopin-first-editions-main/kern/010-1b-Sm-003.musicxml;164ec054fd3594d03576c3e7923d4a96235fb615caae4599f07bc2b0a86a527d;difficulty_dataset/45_Chopin_Etude_op_10_nr_3.xml;392d4c486bf54df9af6b47178afdf030ac9534203ae81507a201a998471b9e48
craig_files/humdrum-chopin-first-editions-main/kern/010_1-6-1b-KI-005.musicxml;cbf557f5e2c0943a320c21e50575ae72cea62e988baafe0600385b45ee1a86ac;difficulty_dataset/46_Chopin_Etude_op_10_nr_5.xml;6e41b92c5807b301fd14c60f76c2969236c5487f7481b48e18b4dbaad630cfc6
craig_files/humdrum-chopin-first-editions-main/kern/010-1b-Sm-009.musicxml;8f3bf7bdc9cb26da6e866ad0e812ab44aa02735054891f5e3efc9d9c6ebdbf1b;difficulty_dataset/47_Chopin_Etude_op_10_nr_9.xml;e3922239faa8f93a12956ec5ea61d9f5e4409f786c085f69c2a3a86d2bddd570
craig_files/humdrum-chopin-first-editions-main/kern/028_1-12-1a-C-004.musicxml;3fc25e1cc68ac81990015feb8c420175966938bfc36efef5ac8a93135a5bbfd7;difficulty_dataset/48_Chopin_Prelude_op_28_nr_4.xml;219883016d687a9c63e2da5e601b9e59ae9bf88d485be44aefc2cfe97ed418d3
xmander_files/6367315.musicxml;46d416a3d3daaa730d59f4e178073a8c8092e17f1e37e96e5b96ac9aad6890ca;difficulty_dataset/49_Chopin_Prelude_op_28_nr_22.xml;d43336b11a7761f5b65bd50b2a43ead07b631d5f7f41e072a47376b0dbd97fd5
xmander_files/6106915.musicxml;bb36575f56f9ad550102de7298274919d50a86281b6964fb71d1b9733582124a;difficulty_dataset/50_Chopin_Vals_Eminor_op_posth.xml;4b8db14fccd302b03fbcf4b631e816fa4f7d3d0004dcefa46b17c7fe6eb7b271
craig_files/humdrum-chopin-first-editions-main/kern/047-1-BH.musicxml;6f14b5f073ee9ed6363876ccfe8a5b043f4e2051506c2de42cebf818fd1e7e9d;difficulty_dataset/51_Chopin_Ballade_nr_3_op_47.xml;b50458f53fd14e241fa753d744f9c6a508b13d2bbb90683923be7c8b070877e3
xmander_files/6465053.musicxml;93233a4e1edcb3d3b5e332b854bec8e9f9af5ed05e0fad7cf1a4875afb21f884;difficulty_dataset/52_Liszt_Consolation_s_172_nr_2.xml;904e9739535d9ca7faf6ba6db1c92886a4af8fd2235247b174791244d68554a3
xmander_files/2971521.musicxml;f3867febab6623f80d79ecdb3017d781c3dd7090809480713c21871f8b9b4eff;difficulty_dataset/53_Liszt_Konzertetude_s_145_nr_2_GnomenReigen.xml;59a4dcf067f9974d982c88f6ded551bfb6179f6a1be808c572eb936af1bd0902
xmander_files/6095381.musicxml;372b99867db435182ee7078468d7501de8c01e0aeb8299c18c86c20059c30602;difficulty_dataset/54_Liszt_HungarianRhapsody_nr_6_3rd_fragment.xml;1d8389010096a8039c07d9aa1d63b0a083ed9d3fc6eb22001c923c29c7194583
xmander_files/6095381.musicxml;372b99867db435182ee7078468d7501de8c01e0aeb8299c18c86c20059c30602;difficulty_dataset/55_Liszt_HungarianRhapsody_nr_6_4th_fragment.xml;622ee5deec99b6a36e2ec2bca5598c37413b05eb9f32bdc07dc50b38c333b4db
xmander_files/5669430.musicxml;abf49b55ac41c4322effb8a5ef581a670c330820f5a63ac3f09c8de8b2840835;difficulty_dataset/56_Albeniz_Iberia_2nd_book_nr_1_Rondeña.xml;cb2e89e8ab43f4305e5063a970b16a88a6f31845e95f72e56c40a744389a03ea
xmander_files/6392967.musicxml;bcac12a5e2a2fa7c3fd942c6dd6d5ed8bf652945c4262e0a4afb890929f28a90;difficulty_dataset/57_Satie_Gymnopedie_nr1.xml;c99dc90a954264f73377c9b769f099595694507b28dc3290077f5fff11948385
xmander_files/5334404.musicxml;8e10a401d17f7228bb180b67823332608a26f2e35a4194d3f91e07f8b9828a7b;difficulty_dataset/58_Debussy_Reverie.xml;fc1e638dd992f47272d2401dd4554370ae2684453cb72b6eb64dae52782cab08
xmander_files/5556928.musicxml;0cee3a5684a3493d722bee926b9c8680805389707d23693195ee2efb48e82523;difficulty_dataset/59_Debussy_Estampes_nr_1_Pagodes.xml;b0e046a05bb54af1998ac28cdba04380a171e8b16df7fd79c25994bb4809f341
xmander_files/5715607.musicxml;359bc9d088361e3080077824282825dd2d4d5ebc2f0a4a0739fdffce9d9d29c5;difficulty_dataset/60_Debussy_Images_1ere_serie_nr_2_HommageARameau.xml;69bce15f44d196b1cd2adc7fb3575ae9fef3849051f55f0dc48b1a82f40a9187
xmander_files/5835723.musicxml;2afb736f4f162ba66007ab84c800c1abf2c5b43ace04ae73dd23d172ed83499d;difficulty_dataset/61_Debussy_Images_1ere_serie_nr_3_Mouvement.xml;17cc46af9548b51249bb58f4cb3fac7396cf2f94cf55af570b38146aa1991538
xmander_files/5459598.musicxml;3c96b9cf4b6d5210105e5833a33cc0027ae67f2d212794d36d785dd7979e5106;difficulty_dataset/62_Debussy_Prelude_livre_I_nr_10_LaCathedraleEngloutie.xml;e76552cdd0194cd84ace83032f577330de54fc31e0ea91090afa30b90bdf4c8e
xmander_files/6065124.musicxml;1a9b5b6c658b0529bbf5b6c8e08f201b7667938873e9c42ee665be9e5c7c3cef;difficulty_dataset/63_Bartok_ForChildren_sz_42_Vol_I_nr_29_PentatonicTune.xml;3e21ac5d9d847fd9efca3be3ef631886cb2b163271030f6987b0cc1129e001c8
xmander_files/5875014.musicxml;150a06325e5aee87817353d1ebec6a27c22a7ac1b971e9009912053c3825e409;difficulty_dataset/64_Bartok_ForChildren_sz_42_Vol_I_nr_4_PillowDance.xml;415ac96c8f8e34558fd39551b07f6589b43d5c8ab215012c66ed2ba723a758cf
